BRAND,MODEL,VARIANT,MPG,TRANSMISSION,DOORS,SUBMODEL,MSRP
Acura,TLX,SH-AWD w/Advance Package 4dr Sedan AWD (3.5L 6cyl 9A),Highway:31;City:21,AUTOMATIC,4,TLX Sedan,44800
Acura,TLX,4dr Sedan (3.5L 6cyl 9A),Highway:34;City:21,AUTOMATIC,4,TLX Sedan,35320
Acura,TLX,Advance Package 4dr Sedan (3.5L 6cyl 9A),Highway:34;City:21,AUTOMATIC,4,TLX Sedan,42600
Acura,TLX,Technology Package 4dr Sedan (2.4L 4cyl 8AM),Highway:35;City:24,AUTOMATED MANUAL,4,TLX Sedan,35500
Acura,TLX,SH-AWD w/Technology Package 4dr Sedan AWD (3.5L 6cyl 9A),Highway:31;City:21,AUTOMATIC,4,TLX Sedan,41575
Acura,TLX,Technology Package 4dr Sedan (3.5L 6cyl 9A),Highway:34;City:21,AUTOMATIC,4,TLX Sedan,39375
Acura,TLX,4dr Sedan (2.4L 4cyl 8AM),Highway:35;City:24,AUTOMATED MANUAL,4,TLX Sedan,31445
Alfa Romeo,4C,2dr Coupe (1.7L 4cyl Turbo 6AM),Highway:34;City:24,AUTOMATED MANUAL,2,4C Coupe,53900
Alfa Romeo,4C,Launch Edition 2dr Coupe (1.7L 4cyl Turbo 6AM),Highway:34;City:24,AUTOMATED MANUAL,2,4C Coupe,68400
Audi,A3,1.8 TFSI Premium Plus 4dr Sedan (1.8L 4cyl Turbo 6AM),Highway:33;City:23,AUTOMATED MANUAL,4,A3 Sedan,32450
Audi,A3,1.8 TFSI Premium 4dr Sedan (1.8L 4cyl Turbo 6AM),Highway:33;City:23,AUTOMATED MANUAL,4,A3 Sedan,29900
Audi,A3,2.0 TFSI Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),Highway:33;City:24,AUTOMATED MANUAL,4,A3 Sedan,41650
Audi,A3,2.0 TFSI Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),Highway:33;City:24,AUTOMATED MANUAL,4,A3 Sedan,33200
Audi,A3,1.8 TFSI Prestige 4dr Sedan (1.8L 4cyl Turbo 6AM),Highway:33;City:23,AUTOMATED MANUAL,4,A3 Sedan,38350
Audi,A3,2.0 TFSI Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),Highway:33;City:24,AUTOMATED MANUAL,4,A3 Sedan,35750
Audi,A4,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Highway:31;City:22,AUTOMATIC,4,A4 Sedan,37600
Audi,A4,2.0T Prestige 4dr Sedan (2.0L 4cyl Turbo CVT),Highway:32;City:24,AUTOMATIC,4,A4 Sedan,42900
Audi,A4,2.0T Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Highway:31;City:22,AUTOMATIC,4,A4 Sedan,45000
Audi,A4,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT),Highway:32;City:24,AUTOMATIC,4,A4 Sedan,35500
Audi,A4,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M),Highway:32;City:22,MANUAL,4,A4 Sedan,36400
Audi,A4,2.0T Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M),Highway:32;City:22,MANUAL,4,A4 Sedan,43800
Audi,A4,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M),Highway:32;City:22,MANUAL,4,A4 Sedan,38500
Audi,A4,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Highway:31;City:22,AUTOMATIC,4,A4 Sedan,39700
Audi,A4,2.0T Premium Plus 4dr Sedan (2.0L 4cyl Turbo CVT),Highway:32;City:24,AUTOMATIC,4,A4 Sedan,37600
Audi,A5,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Highway:31;City:22,AUTOMATIC,2,A5 Coupe,41200
Audi,A5,2.0T Prestige quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Highway:31;City:22,AUTOMATIC,2,A5 Coupe,49600
Audi,A5,2.0T Prestige quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),Highway:32;City:22,MANUAL,2,A5 Coupe,48400
Audi,A5,2.0T Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),Highway:32;City:22,MANUAL,2,A5 Coupe,42300
Audi,A5,2.0T Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Highway:31;City:22,AUTOMATIC,2,A5 Coupe,43500
Audi,A5,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),Highway:32;City:22,MANUAL,2,A5 Coupe,40000
Audi,A6,2.0T Premium Plus 4dr Sedan (2.0L 4cyl Turbo CVT),Highway:33;City:25,AUTOMATIC,4,A6 Sedan,48350
Audi,A6,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT),Highway:33;City:25,AUTOMATIC,4,A6 Sedan,44800
Audi,A6,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Highway:29;City:20,AUTOMATIC,4,A6 Sedan,46900
Audi,A6,3.0T Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),Highway:27;City:18,AUTOMATIC,4,A6 Sedan,56300
Audi,A6,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Highway:29;City:20,AUTOMATIC,4,A6 Sedan,50450
Audi,A6,3.0T Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),Highway:27;City:18,AUTOMATIC,4,A6 Sedan,60100
Audi,A7,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),Highway:28;City:18,AUTOMATIC,4,A7 Sedan,65900
Audi,A7,Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),Highway:28;City:18,AUTOMATIC,4,A7 Sedan,69750
Audi,Q3,Prestige 4dr SUV (2.0L 4cyl Turbo 6A),Highway:29;City:20,AUTOMATIC,4,Q3 SUV,36400
Audi,Q3,Prestige quattro 4dr SUV AWD (2.0L 4cyl Turbo 6A),Highway:28;City:20,AUTOMATIC,4,Q3 SUV,38500
Audi,Q3,Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 6A),Highway:28;City:20,AUTOMATIC,4,Q3 SUV,34600
Audi,Q3,Premium Plus 4dr SUV (2.0L 4cyl Turbo 6A),Highway:29;City:20,AUTOMATIC,4,Q3 SUV,32500
Audi,Q5,2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Highway:28;City:20,AUTOMATIC,4,Q5 SUV,39300
Audi,Q5,2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),Highway:28;City:20,AUTOMATIC,4,Q5 SUV,42200
Audi,Q5,3.0T Prestige quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Highway:26;City:18,AUTOMATIC,4,Q5 SUV,52900
Audi,Q5,3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Highway:26;City:18,AUTOMATIC,4,Q5 SUV,45400
Audi,Q7,TDI Premium quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Highway:28;City:19,AUTOMATIC,4,Q7 Diesel,53400
Audi,Q7,TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Highway:28;City:19,AUTOMATIC,4,Q7 Diesel,59900
Audi,Q7,TDI Prestige quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Highway:28;City:19,AUTOMATIC,4,Q7 Diesel,65400
Audi,S3,2.0T Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),Highway:31;City:23,AUTOMATED MANUAL,4,S3 Sedan,47000
Audi,S3,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),Highway:31;City:23,AUTOMATED MANUAL,4,S3 Sedan,41100
Audi,S4,Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 7AM),Highway:28;City:18,AUTOMATED MANUAL,4,S4 Sedan,55700
Audi,S4,Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 6M),Highway:26;City:17,MANUAL,4,S4 Sedan,54300
Audi,S4,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 7AM),Highway:28;City:18,AUTOMATED MANUAL,4,S4 Sedan,49800
Audi,S4,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 6M),Highway:26;City:17,MANUAL,4,S4 Sedan,48400
Audi,S5,Prestige quattro 2dr Coupe AWD (3.0L 6cyl S/C 6M),Highway:26;City:17,MANUAL,2,S5 Coupe,58750
Audi,S5,Premium Plus quattro 2dr Coupe AWD (3.0L 6cyl S/C 7AM),Highway:28;City:18,AUTOMATED MANUAL,2,S5 Coupe,53900
Audi,S5,Prestige quattro 2dr Coupe AWD (3.0L 6cyl S/C 7AM),Highway:28;City:18,AUTOMATED MANUAL,2,S5 Coupe,60150
Audi,S5,Premium Plus quattro 2dr Coupe AWD (3.0L 6cyl S/C 6M),Highway:26;City:17,MANUAL,2,S5 Coupe,52500
Audi,S8,quattro 4dr Sedan AWD (4.0L 8cyl Turbo 8A),Highway:27;City:17,AUTOMATIC,4,S8 Sedan,114900
Audi,SQ5,3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Highway:24;City:17,AUTOMATIC,4,SQ5 SUV,52700
Audi,SQ5,3.0T Prestige quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),Highway:24;City:17,AUTOMATIC,4,SQ5 SUV,60200
BMW,2 Series,M235i 2dr Coupe (3.0L 6cyl Turbo 8A),Highway:32;City:21,AUTOMATIC,2,2 Series Coupe,43100
BMW,2 Series,228i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Highway:35;City:23,AUTOMATIC,2,2 Series Coupe,33900
BMW,2 Series,228i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo 8A),Highway:33;City:22,AUTOMATIC,2,2 Series Convertible,39700
BMW,2 Series,228i 2dr Convertible (2.0L 4cyl Turbo 8A),Highway:34;City:23,AUTOMATIC,2,2 Series Convertible,37900
BMW,2 Series,228i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Highway:35;City:23,AUTOMATIC,2,2 Series Coupe,33900
BMW,2 Series,M235i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),Highway:30;City:20,AUTOMATIC,2,2 Series Coupe,44900
BMW,2 Series,228i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),Highway:36;City:23,AUTOMATIC,2,2 Series Coupe,32100
BMW,2 Series,228i 2dr Coupe (2.0L 4cyl Turbo 8A),Highway:36;City:23,AUTOMATIC,2,2 Series Coupe,32100
BMW,2 Series,M235i 2dr Convertible (3.0L 6cyl Turbo 8A),Highway:32;City:21,AUTOMATIC,2,2 Series Convertible,47700
BMW,3 Series,328i SULEV 4dr Sedan (2.0L 4cyl Turbo 8A),Highway:35;City:23,AUTOMATIC,4,3 Series Sedan,37500
BMW,3 Series,328i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Highway:33;City:22,AUTOMATIC,4,3 Series Sedan,39500
BMW,3 Series,328i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Highway:33;City:22,AUTOMATIC,4,3 Series Sedan,39500
BMW,3 Series,320i 4dr Sedan (2.0L 4cyl Turbo 8A),Highway:36;City:24,AUTOMATIC,4,3 Series Sedan,32950
BMW,3 Series,335i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Highway:30;City:20,AUTOMATIC,4,3 Series Sedan,45750
BMW,3 Series,335i 4dr Sedan (3.0L 6cyl Turbo 8A),Highway:32;City:21,AUTOMATIC,4,3 Series Sedan,43750
BMW,3 Series,320i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Highway:35;City:23,AUTOMATIC,4,3 Series Sedan,34950
BMW,3 Series,328i 4dr Sedan (2.0L 4cyl Turbo 8A),Highway:35;City:23,AUTOMATIC,4,3 Series Sedan,37500
BMW,3 Series Gran Turismo,328i xDrive 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Highway:33;City:22,AUTOMATIC,4,3 Series Gran Turismo Hatchback,41850
BMW,3 Series Gran Turismo,328i xDrive SULEV 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),Highway:33;City:22,AUTOMATIC,4,3 Series Gran Turismo Hatchback,41850
BMW,3 Series Gran Turismo,335i xDrive 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),Highway:30;City:20,AUTOMATIC,4,3 Series Gran Turismo Hatchback,47250
BMW,4 Series,428i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Highway:33;City:22,AUTOMATIC,2,4 Series Coupe,42750
BMW,4 Series,428i SULEV 2dr Coupe (2.0L 4cyl Turbo 8A),Highway:35;City:23,AUTOMATIC,2,4 Series Coupe,40750
BMW,4 Series,428i xDrive SULEV 2dr Coupe AWD (2.0L 4cyl Turbo 8A),Highway:33;City:22,AUTOMATIC,2,4 Series Coupe,42750
BMW,4 Series,435i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),Highway:30;City:20,AUTOMATIC,2,4 Series Coupe,48250
BMW,4 Series,435i 2dr Coupe (3.0L 6cyl Turbo 8A),Highway:32;City:21,AUTOMATIC,2,4 Series Coupe,46250
BMW,4 Series,428i 2dr Coupe (2.0L 4cyl Turbo 8A),Highway:35;City:23,AUTOMATIC,2,4 Series Coupe,40750
BMW,4 Series Gran Coupe,428i xDrive SULEV 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Highway:33;City:22,AUTOMATIC,4,4 Series Gran Coupe Sedan,42300
BMW,4 Series Gran Coupe,435i 4dr Sedan (3.0L 6cyl Turbo 8A),Highway:32;City:21,AUTOMATIC,4,4 Series Gran Coupe Sedan,45800
BMW,4 Series Gran Coupe,435i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Highway:31;City:20,AUTOMATIC,4,4 Series Gran Coupe Sedan,47800
BMW,4 Series Gran Coupe,428i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 8A),Highway:33;City:22,AUTOMATIC,4,4 Series Gran Coupe Sedan,42300
BMW,4 Series Gran Coupe,428i SULEV 4dr Sedan (2.0L 4cyl Turbo 8A),Highway:34;City:23,AUTOMATIC,4,4 Series Gran Coupe Sedan,40300
BMW,4 Series Gran Coupe,428i 4dr Sedan (2.0L 4cyl Turbo 8A),Highway:34;City:23,AUTOMATIC,4,4 Series Gran Coupe Sedan,40300
BMW,5 Series,535d 4dr Sedan (3.0L 6cyl Turbodiesel 8A),Highway:38;City:26,AUTOMATIC,4,5 Series Diesel,57100
BMW,5 Series,535d xDrive 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A),Highway:37;City:26,AUTOMATIC,4,5 Series Diesel,59400
BMW,7 Series,750i 4dr Sedan (4.4L 8cyl Turbo 8A),Highway:25;City:17,AUTOMATIC,4,7 Series Sedan,87300
BMW,7 Series,750Li 4dr Sedan (4.4L 8cyl Turbo 8A),Highway:25;City:16,AUTOMATIC,4,7 Series Sedan,91000
BMW,7 Series,760Li 4dr Sedan (6.0L 12cyl Turbo 8A),Highway:20;City:13,AUTOMATIC,4,7 Series Sedan,141200
BMW,7 Series,750i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),Highway:24;City:16,AUTOMATIC,4,7 Series Sedan,90300
BMW,7 Series,750Li xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),Highway:24;City:16,AUTOMATIC,4,7 Series Sedan,94000
BMW,7 Series,740i 4dr Sedan (3.0L 6cyl Turbo 8A),Highway:29;City:19,AUTOMATIC,4,7 Series Sedan,74000
BMW,7 Series,740Li xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Highway:28;City:19,AUTOMATIC,4,7 Series Sedan,81000
BMW,7 Series,740Li 4dr Sedan (3.0L 6cyl Turbo 8A),Highway:29;City:19,AUTOMATIC,4,7 Series Sedan,78000
BMW,7 Series,740Ld xDrive 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A),Highway:31;City:23,AUTOMATIC,4,7 Series Diesel,82500
BMW,M4,2dr Coupe (3.0L 6cyl Turbo 6M),Highway:26;City:17,MANUAL,2,M4 Coupe,64200
BMW,X3,sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),Highway:28;City:21,AUTOMATIC,4,X3 SUV,38500
BMW,X3,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),Highway:26;City:19,AUTOMATIC,4,X3 SUV,45500
BMW,X3,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Highway:28;City:21,AUTOMATIC,4,X3 SUV,40500
BMW,X4,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),Highway:27;City:19,AUTOMATIC,4,X4 SUV,48000
BMW,X4,xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Highway:28;City:20,AUTOMATIC,4,X4 SUV,44700
BMW,X6,sDrive35i 4dr SUV (3.0L 6cyl Turbo 8A),Highway:27;City:19,AUTOMATIC,4,X6 SUV,59600
BMW,X6,xDrive35i 4dr SUV AWD (3.0L 6cyl Turbo 8A),Highway:27;City:18,AUTOMATIC,4,X6 SUV,61900
BMW,X6,xDrive50i 4dr SUV AWD (4.4L 8cyl Turbo 8A),Highway:22;City:15,AUTOMATIC,4,X6 SUV,72900
BMW,i3,4dr Hatchback w/Range Extender (electric DD),Highway:;City:,DIRECT DRIVE,4,i3 Hatchback,46250
BMW,i3,4dr Hatchback (electric DD),Highway:111;City:137,DIRECT DRIVE,4,i3 Hatchback,42400
Bentley,Flying Spur,4dr Sedan AWD (6.0L 12cyl Turbo 8A),Highway:20;City:12,AUTOMATIC,4,Flying Spur Sedan,215800
Bentley,Flying Spur,4dr Sedan AWD (4.0L 8cyl Turbo 8A),Highway:24;City:14,AUTOMATIC,4,Flying Spur Sedan,195100
Cadillac,Escalade,Luxury 4dr SUV 4WD w/ Prod. End 10/14 (6.2L 8cyl 6A),Highway:21;City:14,AUTOMATIC,4,Escalade SUV,78295
Cadillac,Escalade,Premium 4dr SUV 4WD (6.2L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,Escalade SUV,84070
Cadillac,Escalade,4dr SUV 4WD (6.2L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,Escalade SUV,75570
Cadillac,Escalade,Platinum 4dr SUV (6.2L 8cyl 8A),Highway:22;City:15,AUTOMATIC,4,Escalade SUV,89275
Cadillac,Escalade,Luxury 4dr SUV 4WD (6.2L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,Escalade SUV,79570
Cadillac,Escalade,4dr SUV w/ Prod. End 10/14 (6.2L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,Escalade SUV,71695
Cadillac,Escalade,Premium 4dr SUV 4WD w/ Prod. End 10/14 (6.2L 8cyl 6A),Highway:21;City:14,AUTOMATIC,4,Escalade SUV,82795
Cadillac,Escalade,Platinum 4dr SUV 4WD (6.2L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,Escalade SUV,91875
Cadillac,Escalade,Luxury 4dr SUV (6.2L 8cyl 8A),Highway:22;City:15,AUTOMATIC,4,Escalade SUV,76970
Cadillac,Escalade,Premium 4dr SUV (6.2L 8cyl 8A),Highway:22;City:15,AUTOMATIC,4,Escalade SUV,81470
Cadillac,Escalade,4dr SUV (6.2L 8cyl 8A),Highway:22;City:15,AUTOMATIC,4,Escalade SUV,72970
Cadillac,Escalade,Premium 4dr SUV w/ Prod. End 10/14 (6.2L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,Escalade SUV,80195
Cadillac,Escalade,Luxury 4dr SUV w/ Prod. End 10/14 (6.2L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,Escalade SUV,75695
Cadillac,Escalade,4dr SUV 4WD w/ Prod. End 10/14 (6.2L 8cyl 6A),Highway:21;City:14,AUTOMATIC,4,Escalade SUV,74295
Chevrolet,City Express,LT 4dr Minivan (2.0L 4cyl CVT),Highway:26;City:24,AUTOMATIC,4,City Express Minivan,23515
Chevrolet,City Express,LS 4dr Minivan (2.0L 4cyl CVT),Highway:26;City:24,AUTOMATIC,4,City Express Minivan,21955
Chevrolet,Colorado,Z71 4dr Crew Cab SB (2.5L 4cyl 6A),Highway:27;City:20,AUTOMATIC,4,Colorado Crew Cab,29550
Chevrolet,Colorado,LT 4dr Crew Cab SB (2.5L 4cyl 6A),Highway:27;City:20,AUTOMATIC,4,Colorado Crew Cab,27110
Chevrolet,Colorado,Z71 4dr Crew Cab LB (3.6L 6cyl 6A),Highway:26;City:18,AUTOMATIC,4,Colorado Crew Cab,30785
Chevrolet,Colorado,Z71 4dr Crew Cab 4WD LB (3.6L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Colorado Crew Cab,34415
Chevrolet,Colorado,Work Truck 4dr Crew Cab 4WD SB (3.6L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Colorado Crew Cab,29705
Chevrolet,Colorado,Work Truck 4dr Crew Cab 4WD LB (3.6L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Colorado Crew Cab,30005
Chevrolet,Colorado,Z71 4dr Crew Cab 4WD SB (3.6L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Colorado Crew Cab,34115
Chevrolet,Colorado,LT 4dr Crew Cab 4WD LB (3.6L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Colorado Crew Cab,32385
Chevrolet,Colorado,Work Truck 4dr Crew Cab LB (3.6L 6cyl 6A),Highway:26;City:18,AUTOMATIC,4,Colorado Crew Cab,25850
Chevrolet,Colorado,Work Truck 4dr Crew Cab SB (2.5L 4cyl 6A),Highway:27;City:20,AUTOMATIC,4,Colorado Crew Cab,24330
Chevrolet,Colorado,LT 4dr Crew Cab LB (3.6L 6cyl 6A),Highway:26;City:18,AUTOMATIC,4,Colorado Crew Cab,28630
Chevrolet,Colorado,LT 4dr Crew Cab 4WD SB (3.6L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Colorado Crew Cab,32085
Chevrolet,Corvette,Z06 2dr Convertible w/1LZ (6.2L 8cyl S/C 7M),Highway:22;City:15,MANUAL,2,Corvette Z06,83000
Chevrolet,Corvette,Z06 2dr Convertible w/3LZ (6.2L 8cyl S/C 7M),Highway:22;City:15,MANUAL,2,Corvette Z06,91650
Chevrolet,Corvette,Stingray Z51 2dr Convertible w/1LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Convertible,64000
Chevrolet,Corvette,Stingray Z51 2dr Convertible w/3LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Convertible,73450
Chevrolet,Corvette,Stingray Z51 2dr Convertible w/2LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Convertible,68160
Chevrolet,Corvette,Z06 2dr Coupe w/3LZ (6.2L 8cyl S/C 7M),Highway:22;City:15,MANUAL,2,Corvette Z06,87650
Chevrolet,Corvette,Z06 2dr Convertible w/2LZ (6.2L 8cyl S/C 7M),Highway:22;City:15,MANUAL,2,Corvette Z06,86270
Chevrolet,Corvette,Z06 2dr Coupe w/2LZ (6.2L 8cyl S/C 7M),Highway:22;City:15,MANUAL,2,Corvette Z06,82270
Chevrolet,Corvette,Stingray 2dr Coupe w/3LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Coupe,64450
Chevrolet,Corvette,Stingray 2dr Coupe w/2LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Coupe,59160
Chevrolet,Corvette,Stingray 2dr Convertible w/2LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Convertible,63160
Chevrolet,Corvette,Stingray 2dr Coupe w/1LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Coupe,55000
Chevrolet,Corvette,Stingray Z51 2dr Coupe w/3LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Coupe,69450
Chevrolet,Corvette,Stingray 2dr Convertible w/1LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Convertible,59000
Chevrolet,Corvette,Z06 2dr Coupe w/1LZ (6.2L 8cyl S/C 7M),Highway:22;City:15,MANUAL,2,Corvette Z06,79000
Chevrolet,Corvette,Stingray 2dr Convertible w/3LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Convertible,68450
Chevrolet,Corvette,Stingray Z51 2dr Coupe w/2LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Coupe,64160
Chevrolet,Corvette,Stingray Z51 2dr Coupe w/1LT (6.2L 8cyl 7M),Highway:29;City:17,MANUAL,2,Corvette Coupe,60000
Chevrolet,Cruze,Diesel 4dr Sedan (2.0L 4cyl Turbodiesel 6A),Highway:46;City:27,AUTOMATIC,4,Cruze Diesel,25660
Chevrolet,Impala,LS 4dr Sedan w/1LS (2.5L 4cyl 6A),Highway:31;City:21,AUTOMATIC,4,Impala Sedan,27060
Chevrolet,Impala,LTZ 4dr Sedan w/2LZ (3.6L 6cyl 6A),Highway:29;City:19,AUTOMATIC,4,Impala Sedan,35440
Chevrolet,Impala,LT 4dr Sedan w/2LT (3.6L 6cyl 6A),Highway:29;City:19,AUTOMATIC,4,Impala Sedan,30285
Chevrolet,Impala,LT 4dr Sedan w/1LT (2.5L 4cyl 6A),Highway:31;City:21,AUTOMATIC,4,Impala Sedan,29310
Chevrolet,Impala,LT 4dr Sedan w/3LT (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Impala Sedan,40660
Chevrolet,Impala,LTZ 4dr Sedan w/1LZ (2.5L 4cyl 6A),Highway:31;City:21,AUTOMATIC,4,Impala Sedan,34465
Chevrolet,Impala,LS Fleet 4dr Sedan w/2FL (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Impala Sedan,37535
Chevrolet,Impala,LS Fleet 4dr Sedan w/1FL (2.5L 4cyl 6A),Highway:31;City:21,AUTOMATIC,4,Impala Sedan,27060
Chevrolet,Silverado 1500,High Country 4dr Crew Cab 5.8 ft. SB (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,47575
Chevrolet,Silverado 1500,High Country 4dr Crew Cab 4WD 6.5 ft. SB (5.3L 8cyl 6A),Highway:22;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,51150
Chevrolet,Silverado 1500,High Country 4dr Crew Cab 4WD 5.8 ft. SB (5.3L 8cyl 6A),Highway:22;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,50850
Chevrolet,Silverado 1500,Z71 LTZ 4dr Crew Cab 5.8 ft. SB (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,42560
Chevrolet,Silverado 1500,LS 4dr Crew Cab 6.5 ft. SB (4.3L 6cyl 6A),Highway:24;City:18,AUTOMATIC,4,Silverado 1500 Crew Cab,36390
Chevrolet,Silverado 1500,LS 4dr Crew Cab 4WD 6.5 ft. SB (4.3L 6cyl 6A),Highway:22;City:17,AUTOMATIC,4,Silverado 1500 Crew Cab,39540
Chevrolet,Silverado 1500,Work Truck 4dr Crew Cab 6.5 ft. SB (4.3L 6cyl 6A),Highway:24;City:18,AUTOMATIC,4,Silverado 1500 Crew Cab,34530
Chevrolet,Silverado 1500,LT 4dr Crew Cab 4WD 5.8 ft. SB (4.3L 6cyl 6A),Highway:22;City:17,AUTOMATIC,4,Silverado 1500 Crew Cab,40320
