BRAND,MODEL,VARIANT,MPG,TRANSMISSION,DOORS,SUBMODEL,MSRP
Nissan,Pathfinder,SV 4dr SUV (3.5L 6cyl CVT),Highway:26;City:20,AUTOMATIC,4,Pathfinder SUV,32300
Nissan,Pathfinder,SL 4dr SUV (3.5L 6cyl CVT),Highway:26;City:20,AUTOMATIC,4,Pathfinder SUV,35250
Nissan,Pathfinder,Platinum 4dr SUV 4WD (3.5L 6cyl CVT),Highway:25;City:19,AUTOMATIC,4,Pathfinder SUV,41550
Nissan,Pathfinder,SL 4dr SUV 4WD (3.5L 6cyl CVT),Highway:25;City:19,AUTOMATIC,4,Pathfinder SUV,36850
Nissan,Pathfinder,S 4dr SUV 4WD (3.5L 6cyl CVT),Highway:25;City:19,AUTOMATIC,4,Pathfinder SUV,30810
Nissan,Pathfinder,SV 4dr SUV 4WD (3.5L 6cyl CVT),Highway:25;City:19,AUTOMATIC,4,Pathfinder SUV,33900
Nissan,Rogue,S 4dr SUV AWD (2.5L 4cyl CVT),Highway:32;City:25,AUTOMATIC,4,Rogue SUV,24140
Nissan,Rogue,SV 4dr SUV (2.5L 4cyl CVT),Highway:33;City:26,AUTOMATIC,4,Rogue SUV,24490
Nissan,Rogue,SL 4dr SUV (2.5L 4cyl CVT),Highway:33;City:26,AUTOMATIC,4,Rogue SUV,28280
Nissan,Rogue,SL 4dr SUV AWD (2.5L 4cyl CVT),Highway:32;City:25,AUTOMATIC,4,Rogue SUV,29630
Nissan,Rogue,S 4dr SUV (2.5L 4cyl CVT),Highway:33;City:26,AUTOMATIC,4,Rogue SUV,22790
Nissan,Rogue,SV 4dr SUV AWD (2.5L 4cyl CVT),Highway:32;City:25,AUTOMATIC,4,Rogue SUV,25840
Nissan,Sentra,S 4dr Sedan (1.8L 4cyl 6M),Highway:36;City:27,MANUAL,4,Sentra Sedan,15990
Nissan,Sentra,SR 4dr Sedan (1.8L 4cyl CVT),Highway:39;City:30,AUTOMATIC,4,Sentra Sedan,18740
Nissan,Sentra,FE+ S 4dr Sedan (1.8L 4cyl CVT),Highway:40;City:30,AUTOMATIC,4,Sentra Sedan,17240
Nissan,Sentra,FE+ SV 4dr Sedan (1.8L 4cyl CVT),Highway:40;City:30,AUTOMATIC,4,Sentra Sedan,17940
Nissan,Sentra,S 4dr Sedan (1.8L 4cyl CVT),Highway:39;City:30,AUTOMATIC,4,Sentra Sedan,16840
Nissan,Sentra,SL 4dr Sedan (1.8L 4cyl CVT),Highway:39;City:30,AUTOMATIC,4,Sentra Sedan,19640
Nissan,Sentra,SV 4dr Sedan (1.8L 4cyl CVT),Highway:39;City:30,AUTOMATIC,4,Sentra Sedan,17540
Nissan,Versa Note,1.6 SV 4dr Hatchback (1.6L 4cyl CVT),Highway:40;City:31,AUTOMATIC,4,Versa Note Hatchback,15990
Nissan,Versa Note,1.6 S Plus 4dr Hatchback (1.6L 4cyl CVT),Highway:40;City:31,AUTOMATIC,4,Versa Note Hatchback,15240
Nissan,Versa Note,1.6 S 4dr Hatchback (1.6L 4cyl 5M),Highway:36;City:27,MANUAL,4,Versa Note Hatchback,13990
Porsche,911,Turbo S 2dr Coupe AWD (3.8L 6cyl Turbo 7AM),Highway:24;City:17,AUTOMATED MANUAL,2,911 Coupe,181100
Porsche,911,Turbo S 2dr Convertible AWD (3.8L 6cyl Turbo 7AM),Highway:24;City:17,AUTOMATED MANUAL,2,911 Convertible,193900
Porsche,911,Carrera 4 2dr Coupe AWD (3.4L 6cyl 7M),Highway:27;City:19,MANUAL,2,911 Coupe,91030
Porsche,911,Turbo 2dr Convertible AWD (3.8L 6cyl Turbo 7AM),Highway:24;City:17,AUTOMATED MANUAL,2,911 Convertible,160700
Porsche,911,Carrera 4S 2dr Coupe AWD (3.8L 6cyl 7M),Highway:26;City:18,MANUAL,2,911 Coupe,105630
Porsche,911,Carrera 4S 2dr Convertible AWD (3.8L 6cyl 7M),Highway:26;City:18,MANUAL,2,911 Convertible,117530
Porsche,911,Carrera S 2dr Coupe (3.8L 6cyl 7M),Highway:27;City:19,MANUAL,2,911 Coupe,98900
Porsche,911,Carrera 2dr Coupe (3.4L 6cyl 7M),Highway:27;City:19,MANUAL,2,911 Coupe,84300
Porsche,911,Targa 4 2dr Coupe AWD (3.4L 6cyl 7M),Highway:26;City:18,MANUAL,2,911 Coupe,101600
Porsche,911,Turbo 2dr Coupe AWD (3.8L 6cyl Turbo 7AM),Highway:24;City:17,AUTOMATED MANUAL,2,911 Coupe,148300
Porsche,911,Carrera 4 2dr Convertible AWD (3.4L 6cyl 7M),Highway:26;City:19,MANUAL,2,911 Convertible,102930
Porsche,911,Carrera S 2dr Convertible (3.8L 6cyl 7M),Highway:27;City:19,MANUAL,2,911 Convertible,110800
Porsche,911,Targa 4S 2dr Coupe AWD (3.8L 6cyl 7M),Highway:26;City:18,MANUAL,2,911 Coupe,116200
Porsche,911,Carrera 2dr Convertible (3.4L 6cyl 7M),Highway:27;City:19,MANUAL,2,911 Convertible,96200
Porsche,911,50th Anniversary Edition 2dr Coupe (3.8L 6cyl 7M),Highway:27;City:19,MANUAL,2,911 Coupe,124100
Porsche,Boxster,GTS 2dr Convertible (3.4L 6cyl 6M),Highway:;City:,MANUAL,2,Boxster Convertible,73500
Porsche,Boxster,2dr Convertible (2.7L 6cyl 6M),Highway:30;City:20,MANUAL,2,Boxster Convertible,50400
Porsche,Boxster,S 2dr Convertible (3.4L 6cyl 6M),Highway:28;City:20,MANUAL,2,Boxster Convertible,62100
Porsche,Cayenne,Diesel 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Highway:29;City:19,AUTOMATIC,4,Cayenne Diesel,56600
Porsche,Cayenne,Turbo S 4dr SUV AWD (4.8L 8cyl Turbo 8A),Highway:20;City:14,AUTOMATIC,4,Cayenne SUV,146000
Porsche,Cayenne,S 4dr SUV AWD (4.8L 8cyl 8A),Highway:22;City:16,AUTOMATIC,4,Cayenne SUV,66800
Porsche,Cayenne,GTS 4dr SUV AWD (4.8L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,Cayenne SUV,83300
Porsche,Cayenne,Turbo 4dr SUV AWD (4.8L 8cyl Turbo 8A),Highway:22;City:15,AUTOMATIC,4,Cayenne SUV,110400
Porsche,Cayenne,4dr SUV AWD (3.6L 6cyl 6M),Highway:22;City:15,MANUAL,4,Cayenne SUV,49600
Porsche,Cayenne,Platinum Edition 4dr SUV AWD (3.6L 6cyl 8A),Highway:23;City:17,AUTOMATIC,4,Cayenne SUV,63300
Porsche,Cayenne,Diesel Platinum Edition 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),Highway:29;City:20,AUTOMATIC,4,Cayenne Diesel,66900
Porsche,Cayman,S 2dr Coupe (3.4L 6cyl 6M),Highway:28;City:20,MANUAL,2,Cayman Coupe,63800
Porsche,Cayman,GTS 2dr Coupe (3.4L 6cyl 6M),Highway:;City:,MANUAL,2,Cayman Coupe,75200
Porsche,Cayman,2dr Coupe (2.7L 6cyl 6M),Highway:30;City:20,MANUAL,2,Cayman Coupe,52600
Porsche,Panamera,4 4dr Sedan AWD (3.6L 6cyl 7AM),Highway:27;City:18,AUTOMATED MANUAL,4,Panamera Sedan,82800
Porsche,Panamera,GTS 4dr Sedan AWD (4.8L 8cyl 7AM),Highway:24;City:16,AUTOMATED MANUAL,4,Panamera Sedan,113400
Porsche,Panamera,4S 4dr Sedan AWD (3.0L 6cyl Turbo 7AM),Highway:27;City:17,AUTOMATED MANUAL,4,Panamera Sedan,98300
Porsche,Panamera,S 4dr Sedan (3.0L 6cyl Turbo 7AM),Highway:27;City:17,AUTOMATED MANUAL,4,Panamera Sedan,93200
Porsche,Panamera,4S Executive 4dr Sedan AWD (3.0L 6cyl Turbo 7AM),Highway:26;City:17,AUTOMATED MANUAL,4,Panamera Sedan,125600
Porsche,Panamera,S E-Hybrid 4dr Sedan (3.0L 6cyl S/C gas/electric hybrid 8A),Highway:;City:,AUTOMATIC,4,Panamera Hybrid,99000
Porsche,Panamera,4dr Sedan (3.6L 6cyl 7AM),Highway:28;City:18,AUTOMATED MANUAL,4,Panamera Sedan,78100
Porsche,Panamera,Turbo 4dr Sedan AWD (4.8L 8cyl Turbo 7AM),Highway:24;City:15,AUTOMATED MANUAL,4,Panamera Sedan,141300
Porsche,Panamera,Turbo Executive 4dr Sedan AWD (4.8L 8cyl Turbo 7AM),Highway:24;City:15,AUTOMATED MANUAL,4,Panamera Sedan,161100
Ram,1500,Laramie 4dr Quad Cab SB (3.6L 6cyl 8A),Highway:22;City:15,AUTOMATIC,4,1500 Quad Cab,39025
Ram,1500,SLT 4dr Crew Cab 5.6 ft SB (3.6L 6cyl 8A),Highway:25;City:17,AUTOMATIC,4,1500 Crew Cab,35695
Ram,1500,Sport 4dr Crew Cab 4WD 5.6 ft SB (5.7L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,1500 Crew Cab,43665
Ram,1500,Sport 4dr Quad Cab 4WD SB (5.7L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,1500 Quad Cab,41710
Ram,1500,Tradesman 4dr Quad Cab 4WD SB (3.6L 6cyl 8A),Highway:23;City:16,AUTOMATIC,4,1500 Quad Cab,32990
Ram,1500,Laramie 4dr Crew Cab 6.3 ft SB (5.7L 8cyl 8A),Highway:22;City:15,AUTOMATIC,4,1500 Crew Cab,42930
Ram,1500,Tradesman 4dr Quad Cab SB (3.6L 6cyl 8A),Highway:25;City:17,AUTOMATIC,4,1500 Quad Cab,29645
Ram,1500,Laramie 4dr Quad Cab 4WD SB (3.6L 6cyl 8A),Highway:21;City:15,AUTOMATIC,4,1500 Quad Cab,42170
Ram,1500,Tradesman 4dr Crew Cab 4WD 6.3 ft SB (5.7L 8cyl 6A),Highway:19;City:13,AUTOMATIC,4,1500 Crew Cab,36055
Ram,1500,Longhorn 4dr Crew Cab 5.6 ft SB (5.7L 8cyl 8A),Highway:22;City:15,AUTOMATIC,4,1500 Crew Cab,46435
Ram,1500,Longhorn 4dr Crew Cab 4WD 5.6 ft SB (5.7L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,1500 Crew Cab,49580
Ram,1500,Longhorn 4dr Crew Cab 4WD 6.3 ft SB (5.7L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,1500 Crew Cab,49880
Ram,1500,Laramie 4dr Crew Cab 5.6 ft SB (3.6L 6cyl 8A),Highway:25;City:17,AUTOMATIC,4,1500 Crew Cab,40980
Ram,1500,Tradesman 4dr Crew Cab 4WD 5.6 ft SB (3.6L 6cyl 8A),Highway:23;City:16,AUTOMATIC,4,1500 Crew Cab,35445
Ram,1500,Tradesman 4dr Crew Cab 6.3 ft SB (5.7L 8cyl 6A),Highway:20;City:14,AUTOMATIC,4,1500 Crew Cab,32835
Ram,1500,Sport 4dr Quad Cab SB (5.7L 8cyl 8A),Highway:22;City:15,AUTOMATIC,4,1500 Quad Cab,38490
Ram,1500,Sport 4dr Crew Cab 4WD 6.3 ft SB (5.7L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,1500 Crew Cab,43965
Ram,1500,Laramie 4dr Crew Cab 4WD 5.6 ft SB (3.6L 6cyl 8A),Highway:19;City:16,AUTOMATIC,4,1500 Crew Cab,44125
Ram,1500,Sport 4dr Crew Cab 6.3 ft SB (5.7L 8cyl 8A),Highway:22;City:15,AUTOMATIC,4,1500 Crew Cab,40745
Ram,1500,Tradesman 4dr Crew Cab 5.6 ft SB (3.6L 6cyl 8A),Highway:25;City:17,AUTOMATIC,4,1500 Crew Cab,32225
Ram,1500,SLT 4dr Crew Cab 6.3 ft SB (5.7L 8cyl 8A),Highway:22;City:15,AUTOMATIC,4,1500 Crew Cab,37645
Ram,1500,Longhorn 4dr Crew Cab 6.3 ft SB (5.7L 8cyl 8A),Highway:22;City:15,AUTOMATIC,4,1500 Crew Cab,46735
Ram,1500,SLT 4dr Quad Cab SB (3.6L 6cyl 8A),Highway:25;City:17,AUTOMATIC,4,1500 Quad Cab,33290
Ram,1500,SLT 4dr Crew Cab 4WD 5.6 ft SB (3.6L 6cyl 8A),Highway:23;City:16,AUTOMATIC,4,1500 Crew Cab,38915
Ram,1500,Sport 4dr Crew Cab 5.6 ft SB (5.7L 8cyl 8A),Highway:22;City:15,AUTOMATIC,4,1500 Crew Cab,40445
Ram,1500,Laramie 4dr Crew Cab 4WD 6.3 ft SB (5.7L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,1500 Crew Cab,46075
Ram,1500,SLT 4dr Crew Cab 4WD 6.3 ft SB (5.7L 8cyl 8A),Highway:21;City:15,AUTOMATIC,4,1500 Crew Cab,40865
Ram,1500,SLT 4dr Quad Cab 4WD SB (3.6L 6cyl 8A),Highway:25;City:17,AUTOMATIC,4,1500 Quad Cab,36635
Ram,2500,Laramie 4dr Crew Cab LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,44080
Ram,2500,Tradesman 4dr Crew Cab 4WD LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,36745
Ram,2500,Longhorn 4dr Crew Cab 4WD LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,52915
Ram,2500,Longhorn 4dr Crew Cab SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,49295
Ram,2500,Power Wagon 4dr Crew Cab 4WD SB (6.4L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,49145
Ram,2500,SLT 4dr Crew Cab 4WD SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,41330
Ram,2500,Tradesman 4dr Crew Cab LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,33885
Ram,2500,Laramie 4dr Crew Cab 4WD LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,47570
Ram,2500,Longhorn 4dr Crew Cab 4WD SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,52715
Ram,2500,SLT 4dr Crew Cab LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,38360
Ram,2500,Tradesman 4dr Crew Cab 4WD SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,36545
Ram,2500,Laramie 4dr Crew Cab 4WD SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,47370
Ram,2500,SLT 4dr Crew Cab SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,38160
Ram,2500,SLT 4dr Crew Cab 4WD LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,41530
Ram,2500,Longhorn 4dr Crew Cab LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,49495
Ram,2500,Tradesman 4dr Crew Cab SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,33685
Ram,2500,Laramie 4dr Crew Cab SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,2500 Crew Cab,43880
Ram,3500,Laramie 4dr Crew Cab 4WD LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,48585
Ram,3500,Laramie Longhorn 4dr Crew Cab 4WD LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,53845
Ram,3500,SLT 4dr Crew Cab SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,39380
Ram,3500,SLT 4dr Crew Cab LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,39580
Ram,3500,Laramie Longhorn 4dr Crew Cab 4WD SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,53645
Ram,3500,Tradesman 4dr Crew Cab SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,34765
Ram,3500,Laramie Longhorn 4dr Crew Cab SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,50610
Ram,3500,SLT 4dr Crew Cab 4WD LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,42415
Ram,3500,Laramie 4dr Crew Cab 4WD SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,48385
Ram,3500,Laramie 4dr Crew Cab SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,45150
Ram,3500,Tradesman 4dr Crew Cab 4WD SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,38100
Ram,3500,Laramie Longhorn 4dr Crew Cab LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,50810
Ram,3500,SLT 4dr Crew Cab 4WD SB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,42215
Ram,3500,Laramie 4dr Crew Cab LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,45350
Ram,3500,Tradesman 4dr Crew Cab 4WD LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,38300
Ram,3500,Tradesman 4dr Crew Cab LB (5.7L 8cyl 6A),Highway:;City:,AUTOMATIC,4,3500 Crew Cab,34965
Rolls-Royce,Ghost,4dr Sedan (6.6L 12cyl Turbo 8A),Highway:21;City:13,AUTOMATIC,4,Ghost Sedan,263200
Rolls-Royce,Ghost,EWB 4dr Sedan (6.6L 12cyl Turbo 8A),Highway:21;City:13,AUTOMATIC,4,Ghost Sedan,303300
Rolls-Royce,Wraith,2dr Coupe (6.6L 12cyl Turbo 8A),Highway:21;City:13,AUTOMATIC,2,Wraith Coupe,284900
Scion,FR-S,Monogram Series 2dr Coupe (2.0L 4cyl 6A),Highway:34;City:25,AUTOMATIC,2,FR-S Coupe,28500
Scion,FR-S,Monogram Series 2dr Coupe (2.0L 4cyl 6M),Highway:30;City:22,MANUAL,2,FR-S Coupe,27400
Scion,FR-S,2dr Coupe (2.0L 4cyl 6M),Highway:30;City:22,MANUAL,2,FR-S Coupe,24700
Scion,FR-S,2dr Coupe (2.0L 4cyl 6A),Highway:34;City:25,AUTOMATIC,2,FR-S Coupe,25800
Scion,tC,Scion 10 Series 2dr Hatchback (2.5L 4cyl 6M),Highway:31;City:23,MANUAL,2,tC Hatchback,21440
Scion,tC,Monogram Series 2dr Hatchback (2.5L 4cyl 6A),Highway:31;City:23,AUTOMATIC,2,tC Hatchback,22400
Scion,tC,2dr Hatchback (2.5L 4cyl 6A),Highway:31;City:23,AUTOMATIC,2,tC Hatchback,20210
Scion,tC,2dr Hatchback (2.5L 4cyl 6M),Highway:31;City:23,MANUAL,2,tC Hatchback,19210
Scion,tC,Scion 10 Series 2dr Hatchback (2.5L 4cyl 6A),Highway:31;City:23,AUTOMATIC,2,tC Hatchback,22440
Scion,tC,Monogram Series 2dr Hatchback (2.5L 4cyl 6M),Highway:31;City:23,MANUAL,2,tC Hatchback,21400
Scion,xB,Release Series 10.0 4dr Wagon (2.4L 4cyl 4A),Highway:28;City:22,AUTOMATIC,4,xB Wagon,20420
Scion,xB,4dr Wagon (2.4L 4cyl 4A),Highway:28;City:22,AUTOMATIC,4,xB Wagon,17920
Scion,xB,4dr Wagon (2.4L 4cyl 5M),Highway:28;City:22,MANUAL,4,xB Wagon,16970
Subaru,BRZ,Premium 2dr Coupe (2.0L 4cyl 6M),Highway:30;City:22,MANUAL,2,BRZ Coupe,25595
Subaru,BRZ,Limited 2dr Coupe (2.0L 4cyl 6A),Highway:34;City:25,AUTOMATIC,2,BRZ Coupe,28695
Subaru,BRZ,Limited 2dr Coupe (2.0L 4cyl 6M),Highway:30;City:22,MANUAL,2,BRZ Coupe,27595
Subaru,Forester,2.5i Limited PZEV 4dr SUV AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Forester SUV,27995
Subaru,Forester,2.0XT Premium 4dr SUV AWD (2.0L 4cyl Turbo CVT),Highway:28;City:23,AUTOMATIC,4,Forester SUV,27995
Subaru,Forester,2.5i Premium PZEV 4dr SUV AWD (2.5L 4cyl 6M),Highway:29;City:22,MANUAL,4,Forester SUV,23495
Subaru,Forester,2.5i Premium PZEV 4dr SUV AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Forester SUV,24995
Subaru,Forester,2.5i PZEV 4dr SUV AWD (2.5L 4cyl 6M),Highway:29;City:22,MANUAL,4,Forester SUV,21995
Subaru,Forester,2.0XT Touring 4dr SUV AWD (2.0L 4cyl Turbo CVT),Highway:28;City:23,AUTOMATIC,4,Forester SUV,32995
Subaru,Forester,2.5i PZEV 4dr SUV AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Forester SUV,22995
Subaru,Forester,2.5i Touring PZEV 4dr SUV AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Forester SUV,29995
Subaru,Impreza,2.0i Sport Premium PZEV 4dr Hatchback AWD (2.0L 4cyl 5M),Highway:33;City:25,MANUAL,4,Impreza Hatchback,20795
Subaru,Impreza,2.0i Sport Limited PZEV 4dr Hatchback AWD (2.0L 4cyl CVT),Highway:36;City:27,AUTOMATIC,4,Impreza Hatchback,23195
Subaru,Impreza,2.0i PZEV 4dr Hatchback AWD (2.0L 4cyl CVT),Highway:36;City:27,AUTOMATIC,4,Impreza Hatchback,19395
Subaru,Impreza,2.0i Sport Premium PZEV 4dr Hatchback AWD (2.0L 4cyl CVT),Highway:36;City:27,AUTOMATIC,4,Impreza Hatchback,21795
Subaru,Impreza,2.0i Premium PZEV 4dr Hatchback AWD (2.0L 4cyl CVT),Highway:36;City:27,AUTOMATIC,4,Impreza Hatchback,20795
Subaru,Impreza,2.0i PZEV 4dr Hatchback AWD (2.0L 4cyl 5M),Highway:33;City:25,MANUAL,4,Impreza Hatchback,18395
Subaru,Impreza,2.0i Premium PZEV 4dr Hatchback AWD (2.0L 4cyl 5M),Highway:33;City:25,MANUAL,4,Impreza Hatchback,20295
Subaru,Impreza,2.0i Limited PZEV 4dr Hatchback AWD (2.0L 4cyl CVT),Highway:36;City:27,AUTOMATIC,4,Impreza Hatchback,22695
Subaru,Legacy,2.5i PZEV 4dr Sedan AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Legacy Sedan,21595
Subaru,Legacy,2.5i Limited 4dr Sedan AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Legacy Sedan,25895
Subaru,Legacy,2.5i 4dr Sedan AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Legacy Sedan,21295
Subaru,Legacy,2.5i Sport PZEV 4dr Sedan AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Legacy Sedan,25545
Subaru,Legacy,2.5i Premium 4dr Sedan AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Legacy Sedan,23295
Subaru,Legacy,3.6R Limited 4dr Sedan AWD (3.6L 6cyl 5A),Highway:25;City:18,AUTOMATIC,4,Legacy Sedan,28895
Subaru,Legacy,2.5i Premium PZEV 4dr Sedan AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Legacy Sedan,23595
Subaru,Legacy,2.5i Sport 4dr Sedan AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Legacy Sedan,25245
Subaru,Legacy,2.5i 4dr Sedan AWD (2.5L 4cyl 6M),Highway:29;City:21,MANUAL,4,Legacy Sedan,20295
Subaru,Legacy,2.5i Limited PZEV 4dr Sedan AWD (2.5L 4cyl CVT),Highway:32;City:24,AUTOMATIC,4,Legacy Sedan,26195
Subaru,Outback,2.5i Limited 4dr Wagon AWD (2.5L 4cyl CVT),Highway:30;City:24,AUTOMATIC,4,Outback Wagon,29095
Subaru,Outback,2.5i PZEV 4dr Wagon AWD (2.5L 4cyl 6M),Highway:28;City:21,MANUAL,4,Outback Wagon,23795
Subaru,Outback,2.5i Premium PZEV 4dr Wagon AWD (2.5L 4cyl 6M),Highway:28;City:21,MANUAL,4,Outback Wagon,26095
Subaru,Outback,2.5i 4dr Wagon AWD (2.5L 4cyl CVT),Highway:30;City:24,AUTOMATIC,4,Outback Wagon,24495
Subaru,Outback,2.5i Premium 4dr Wagon AWD (2.5L 4cyl CVT),Highway:30;City:24,AUTOMATIC,4,Outback Wagon,26795
Subaru,Outback,2.5i Premium 4dr Wagon AWD (2.5L 4cyl 6M),Highway:28;City:21,MANUAL,4,Outback Wagon,25795
Subaru,Outback,3.6R Limited 4dr Wagon AWD (3.6L 6cyl 5A),Highway:25;City:18,AUTOMATIC,4,Outback Wagon,32095
Subaru,Outback,2.5i Limited PZEV 4dr Wagon AWD (2.5L 4cyl CVT),Highway:30;City:24,AUTOMATIC,4,Outback Wagon,29395
Subaru,Outback,2.5i 4dr Wagon AWD (2.5L 4cyl 6M),Highway:28;City:21,MANUAL,4,Outback Wagon,23495
Subaru,Outback,2.5i PZEV 4dr Wagon AWD (2.5L 4cyl CVT),Highway:30;City:24,AUTOMATIC,4,Outback Wagon,24795
Subaru,Outback,2.5i Premium PZEV 4dr Wagon AWD (2.5L 4cyl CVT),Highway:30;City:24,AUTOMATIC,4,Outback Wagon,27095
Subaru,XV Crosstrek,Hybrid 4dr SUV AWD (2.0L 4cyl gas/electric hybrid CVT),Highway:33;City:29,AUTOMATIC,4,XV Crosstrek Hybrid,25995
Subaru,XV Crosstrek,Premium 4dr SUV AWD (2.0L 4cyl CVT),Highway:33;City:25,AUTOMATIC,4,XV Crosstrek SUV,22995
Subaru,XV Crosstrek,Limited 4dr SUV AWD (2.0L 4cyl CVT),Highway:33;City:25,AUTOMATIC,4,XV Crosstrek SUV,24495
Subaru,XV Crosstrek,Hybrid Touring 4dr SUV AWD (2.0L 4cyl gas/electric hybrid CVT),Highway:33;City:29,AUTOMATIC,4,XV Crosstrek Hybrid,29295
Subaru,XV Crosstrek,Premium 4dr SUV AWD (2.0L 4cyl 5M),Highway:30;City:23,MANUAL,4,XV Crosstrek SUV,21995
Tesla,Model S,P85D 4dr Sedan AWD (electric DD),Highway:94;City:86,DIRECT DRIVE,4,Model S Sedan,104500
Tesla,Model S,85 4dr Sedan (electric DD),Highway:90;City:88,DIRECT DRIVE,4,Model S Sedan,79900
Tesla,Model S,P85 4dr Sedan (electric DD),Highway:90;City:88,DIRECT DRIVE,4,Model S Sedan,93400
Tesla,Model S,60 4dr Sedan (electric DD),Highway:97;City:94,DIRECT DRIVE,4,Model S Sedan,69900
Toyota,4Runner,Trail 4dr SUV 4WD (4.0L 6cyl 5A),Highway:22;City:17,AUTOMATIC,4,4Runner SUV,35725
Toyota,4Runner,Trail Premium 4dr SUV 4WD (4.0L 6cyl 5A),Highway:22;City:17,AUTOMATIC,4,4Runner SUV,38645
Toyota,4Runner,SR5 Premium 4dr SUV 4WD (4.0L 6cyl 5A),Highway:22;City:17,AUTOMATIC,4,4Runner SUV,37615
Toyota,4Runner,Limited 4dr SUV (4.0L 6cyl 5A),Highway:23;City:17,AUTOMATIC,4,4Runner SUV,41365
Toyota,4Runner,SR5 Premium 4dr SUV (4.0L 6cyl 5A),Highway:23;City:17,AUTOMATIC,4,4Runner SUV,35740
Toyota,4Runner,SR5 4dr SUV 4WD (4.0L 6cyl 5A),Highway:22;City:17,AUTOMATIC,4,4Runner SUV,34695
Toyota,4Runner,Limited 4dr SUV 4WD (4.0L 6cyl 5A),Highway:22;City:17,AUTOMATIC,4,4Runner SUV,43400
